idioma,traduccion
Follow him.,Síguelo.
Forget Tom.,Olvidate de Tomás.
Forget Tom.,Olvídate de Tomás.
Forget Tom.,Olvídese de Tomás.
Forget him.,Olvídenlo.
Forgive us.,Perdónanos.
Forgive us.,Perdónenos.
Get a life.,Consíguete una vida.
Get inside.,Entra.
Get to bed.,Vete a la cama.
Give it up.,Déjalo.
Go on home.,Vete a casa.
Go on home.,Váyase a casa.
Go see Tom.,Ve a ver a Tom.
Go to work.,Andá a trabajar.
God exists.,Dios existe.
Have faith.,Ten fe.
Have faith.,Tened fe.
Have faith.,Tengan fe.
Have faith.,Confíen.
He ate out.,Él salió a comer.
He coughed.,Tosió.
He gave in.,Él se rindió.
He gave up.,Se rindió.
He gave up.,Lo dejó.
He gave up.,Cedió.
He gave up.,Tiró la toalla.
He hung up.,Descolgó.
He hung up.,Él cogió el teléfono.
He is a DJ.,Él es DJ.
He is here!,¡Él está aquí!
He is kind.,Él es gentil.
He is kind.,Él es amable.
He is kind.,Él es generoso.
He is mean.,Él es mezquino.
He is tall.,Él es alto.
He laughed.,Él se reía.
He made it.,Lo hizo él.
He made it.,Lo logró.
He made it.,Lo hizo.
He's broke.,Está sin blanca.
He's broke.,Está arruinado.
He's cruel.,Él es cruel.
He's lying.,Él miente.
He's lying.,Él está mintiendo.
He's smart.,Es inteligente.
He's smart.,Él es inteligente.
Here he is!,¡Helo aquí!
Here he is!,¡Aquí está él!
Here it is.,Aquí está.
Here we go.,Aquí vamos.
"Hey, relax.","Hey, cálmate."
Hold still.,Quieto.
Hold still.,Mantente quieto.
How boring!,¡Qué aburrimiento!
How is Tom?,¿Cómo está Tom?
How lovely!,¡Qué bonito!
How lovely!,¡Encantador!
How lovely!,¡Es una preciosidad!
How tragic!,¡Qué trágico!
How's work?,¿Qué tal el trabajo?
How's work?,¿Cómo van las cosas en el trabajo?
Hurry home.,"Rápido, a casa."
Hurry home.,"Corre, vete a casa."
I admit it.,Lo admito.
I am a man.,Soy un hombre.
I am a man.,Soy una persona.
I am bored.,Estoy aburrida.
I am happy.,¡Soy feliz!
I am happy.,¡Estoy feliz!
I am happy.,Yo estoy contento.
I am human.,Yo soy humano.
I am ready.,Estoy listo.
I am tired.,Estoy fisurado.
I broke it.,Yo lo rompí.
I can help.,Yo puedo ayudar.
I can jump.,Puedo saltar.
I can read.,Sé leer.
I can sing.,Puedo cantar.
I can swim.,Sé nadar.
I chuckled.,Solté una risita.
I disagree.,No estoy de acuerdo.
I doubt it.,Lo dudo.
I eat here.,Como aquí.
I eat here.,Yo como aquí.
I eat meat.,Yo como carne.
I envy Tom.,Envidio a Tom.
I envy him.,Lo envidio.
I feel bad.,Me siento mal.
I feel old.,Me siento viejo.
I felt bad.,Me sentía mal.
I found it.,Lo encontré.
I got lost.,Me perdí.
I got sick.,Me puse enfermo.
I hate Tom.,Odio a Tom.
I hate you.,Te detesto.
I have one.,Tengo uno.
I have one.,Yo tengo uno.
I have won.,Gané.
I hear you.,Te oigo.
I help him.,Le ayudo.
I knew Tom.,Conocí a Tom.
I know Tom.,Conozco a Tom.
I know her.,La conozco.
I know him.,Lo conozco.
I know now.,Ahora sé.
I like Tom.,Me agrada Tom.
I like art.,Me gusta el arte.
I like him.,Me gusta él.
I like him.,Él me gusta.
I like tea.,Me gusta el té.
I like you.,Me agradas.
I liked it.,Me gustó.
I love Tom.,Lo amo a Tomás.
I love him.,Yo lo amo.
I love him.,Lo amo.
I love you.,Te quiero.
I love you.,Te amo.
I love you.,¡Te amo!
I love you.,Os amo.
I loved it.,Me encantó.
I miss Tom.,Echo de menos a Tom.
I miss him.,Le echo de menos.
I miss him.,Lo extraño.
I miss you.,Te echo de menos.
I must run.,Tengo que correr.
I need Tom.,Necesito a Tom.
I need ice.,Necesito hielo.
I promised.,Prometí.
I ran home.,Me fui corriendo a casa.
I ran home.,Me apresuré a ir a casa.
I remember.,Me acuerdo.
I remember.,Yo me acuerdo.
I remember.,Yo recuerdo.
I resigned.,Renuncié.
I said yes.,Dije que sí.
I said yes.,Yo decía que sí.
I sat down.,Me senté.
I sat down.,Me sentaba.
I saw that.,Lo vi.
I saw that.,Vi eso.
I saw that.,Veía eso.
I screamed.,Grité.
I screamed.,Yo grité.
I see them.,Los veo.
I see them.,Las veo.
I shot Tom.,Disparé a Tom.
I survived.,Sobreviví.
I think so.,Creo que sí.
I think so.,Eso creo.
I threw up.,Vomité.
I told Tom.,Se lo dije a Tom.
I told Tom.,Se lo he dicho a Tom.
I use this.,Uso esto.
I use this.,Utilizo esto.
I want Tom.,Quiero a Tom.
I want one!,¡Quiero uno!
I want one!,¡Quiero una!
I want one.,Quiero uno.
I want one.,Yo quiero uno.
I was late.,Llegué tarde.
I was sick.,Yo estaba enfermo.
I won't go.,No voy a ir.
I work out.,Yo hago ejercicio.
I wrote it.,Yo lo escribí.
I'd buy it.,Yo lo compraría.
I'll be OK.,Estaré bien.
I'll do it.,Lo haré yo.
I'll do it.,Lo haré.
I'll go in.,Entraré.
I'll go in.,Voy a entrar.
I'm French.,Soy francés.
I'm a hero.,Soy un héroe.
I'm a liar.,Soy un mentiroso.
I'm a twin.,Soy gemelo.
I'm better.,Yo soy mejor.
I'm bushed.,Estoy agotado.
I'm buying.,Estoy comprando.
I'm clumsy.,Soy torpe.
I'm coming.,Ahí voy.
I'm eating.,Estoy comiendo.
I'm faster.,Yo soy más rápido.
I'm greedy.,Soy codicioso.
I'm hiding.,Yo estoy escondido.
I'm hungry!,Ya tengo hambre.
I'm hungry!,Me pica el bagre.
I'm hungry.,Me pica el bagre.
I'm immune.,Soy inmune.
I'm moving.,Me estoy moviendo.
I'm moving.,Me mudaré.
I'm normal.,Soy normal.
I'm scared.,Estoy asustado.
I'm single.,Estoy soltero.
I'm single.,Estoy soltera.
I'm single.,Soy soltero.
I'm skinny.,Estoy flacucho.
I'm sleepy!,¡Tengo sueño!
I'm sleepy!,Tengo sueño.
I'm sleepy.,Tengo sueño.
I'm so fat.,Estoy tan gordo.
I'm so fat.,Estoy tan gorda.
I'm trying.,Lo estoy intentando.
I'm trying.,Me estoy esforzando.
I'm twelve.,Tengo doce años.
I'm twelve.,Tengo doce.
I've eaten.,He comido.
Ignore Tom.,Ignora a Tom.
Ignore him.,No le hagas caso.
Is Tom big?,¿Es grande Tom?
Is Tom fat?,¿Está gordo Tom?
Is Tom fun?,¿Tom es divertido?
Is Tom hot?,¿Tiene calor Tom?
Is Tom ill?,¿Tom está enfermo?
Is Tom mad?,¿Está loco Tom?
Is Tom out?,¿Está fuera Tom?
Is he dead?,¿Está muerto?
Is he tall?,¿Es alto?
Is it free?,¿Es gratis?
Is it good?,¿Está bueno?
Is it here?,¿Es acá?
Is it here?,¿Aquí?
Is it here?,¿Está aquí?
Is it real?,¿Esto es real?
Is it safe?,¿Es seguro?
Is it true?,¿Es verdad?
Is that OK?,¿Vale eso?
Is that OK?,¿Está bien eso?
Is that it?,¿Eso es todo?
Is that it?,¿Es ese?
Is that so?,¿Acaso es así?
Is that so?,¿Es así?
Is this OK?,¿Esto es bueno?
Is this it?,¿Eso es todo?
Is this it?,¿Es este?
It happens.,Eso pasa.
It is cold.,Está frío.
It is mine.,Es mío.
It's Tom's.,Es de Tom.
It's alive.,Está vivo.
It's empty.,Está vacío.
It's great.,Es estupendo.
It's great.,Es grandioso.
It's green.,Es verde.
It's green.,Está verde.
It's magic.,Es magia.
It's my CD.,Es mi CD.
It's night.,Es de noche.
It's night.,Ha anochecido.
It's on me.,Es de parte mía.
It's ready.,Está listo.
It's right.,Vale.
It's right.,Está bien.
It's right.,Es correcto.
It's there.,Está ahí.
It's white.,Es blanco.
It's windy.,Hace viento.
It's yours.,Es suyo.
It's yours.,Es tuyo.
Jesus wept.,Jesús lloró.
Just do it.,Tan sólo hazlo.
Keep it up!,¡Continúa!
Keep it up!,¡Continúe!
Keep notes.,Toma apuntes.
Keep notes.,Tomad apuntes.
Keep notes.,Tomen notas.
Keep quiet!,¡Quédate tranquilo!
Keep quiet!,¡Guarden silencio!
Keep still.,Mantente quieto.
Keep still.,Mantenete quieto.
Keep still.,Manténgase quieto.
Keep still.,Manténganse quietos.
Leave town.,Abandona la ciudad.
Leave town.,Deja la ciudad.
Leave town.,Sal de la ciudad.
Let Tom go.,Deja ir a Tom.
Let Tom in.,Dejar entrar a Tom.
Let him go!,¡Déjale irse!
Let him go.,Deja que se vaya.
Let him in.,Déjalo entrar.
Let him in.,Dejalo entrar.
Let him in.,Déjelo entrar.
Let him in.,Déjenlo entrar.
Let him in.,Dejadlo entrar.
Let me out!,¡Déjame salir!
Let me out!,¡Dejadme salir!
Let me pay.,Deja que pague yo.
Let me see.,Déjame ver.
Let me see.,Déjeme ver.
Let me see.,A ver.
Let's chat.,Charlemos.
Let's chat.,Vamos a charlar.
Let's kiss.,Besémonos.
Let's play.,Juguemos.
Let's quit.,Desistamos.
Let's quit.,Renunciemos.
Let's sing.,Cantemos.
Let's swim.,Nademos.
Let's talk.,Conversemos.
Let's vote.,Votemos.
Let's walk.,Caminemos.
Let's work.,Trabajemos.
Lift it up.,Levántalo.
Look again.,Mirá de nuevo.
Look again.,Mira de nuevo.
Look again.,Mire de nuevo.
Look again.,Miren de nuevo.
Look ahead.,Mirá hacia adelante.
Look ahead.,Mira hacia adelante.
Look ahead.,Mire hacia adelante.
Look ahead.,Miren hacia adelante.
Look at it.,Míralo.
Look at it.,Obsérvalo.
Look at it.,Contémplalo.
Look at me.,Mírame.
Look at us.,Míranos.
Look at us.,Obsérvanos.
Look it up.,Búscalo.
Look it up.,Búsquenlo.
Look there.,Mira allí.
Love lasts.,El amor dura.
Mama cried.,Mamá lloró.
No comment.,Sin comentarios.
No kidding?,¿En serio?
No problem!,¡No hay problema!
No problem!,¡Sin problemas!
No problem.,Ningún problema.
Please sit.,"Por favor, siéntese."
Please sit.,"Por favor, siéntate."
Please sit.,"Por favor, sentaos."
Quiet down.,Baja la voz.
Replace it.,Reemplazadlo.
Say cheese.,Di patata.
Say cheese.,Decid patata.
Say cheese.,Di güisqui.
Say cheese.,Decid güisqui.
Say cheese.,Sonría.
Say please.,"Di ""por favor""."
She is old.,Es vieja.
She smiled.,Sonrió.
She's busy.,Ella está ocupada.
She's nice.,Es guapa.
Sing along.,Canta.
Smell this.,Huele esto.
Smell this.,Olé esto.
Smell this.,Huelan esto.
Smell this.,Oled esto.
Smell this.,Huela esto.
Stand back!,¡Retrocede!
Start here.,Empieza aquí.
Start over.,Empieza de nuevo.
Stay alert.,Mantente alerta.
Stay awake.,Mantente consciente.
Stay awake.,Mantente despierto.
Stay awake.,No te duermas.
Stay close.,Mantente cerca.
Stay close.,No te alejes de aquí.
Stay close.,Quédate a mi vera.
Stay sharp.,Mantente alerta.
Stay still.,No te muevas.
Stay still.,Quieto.
Stay there.,Quédate ahí.
Step aside.,Hazte a un lado.
Step on it!,¡Más rápido!
Stop lying.,Dejá de mentir.
Stop lying.,Dejá de bolacear.
Stop there.,Detente ahí.
Study hard.,Estudia harto.
Take a bus.,Toma un bus.
Take notes.,Toma notas.
Take these.,Llevate estos de aquí.
Take these.,Quédate con estos.
Talk to me!,¡Háblame!
Talk to me!,¡Habla conmigo!
Talk to me!,¡Hablad conmigo!
Taste this.,Prueben esto.
Taste this.,Probá esto.
Taste this.,Prueba esto.
That a boy!,¡Ése es mi chico!
That a boy!,Buen chico.
That hurts.,Eso duele.
That works.,Eso funciona.
That'll do.,Eso valdrá.
That'll do.,Con eso vale.
That'll do.,Eso me vale.
That'll do.,Eso me sirve.
That's Tom.,Ése es Tom.
That's her.,Ésa es ella.
That's her.,Es ella.
That's him.,Ése es él.
That's his.,Eso le pertenece.
That's his.,Eso le pertenece a él.
That's new.,Es nuevo.
That's wet.,Está mojado.
They cheat.,Engañaron.
They cheat.,Hicieron trampas.
They stood.,Se quedaron.
They stood.,Se mantuvieron.
They tried.,Lo intentaron.
They voted.,Ellos votaron.
They voted.,Votaron.
They're in.,Ellos están dentro.
They're in.,Ellas están dentro.
They're in.,Ellos se apuntan.
This is OK.,Esto está bien.
This is OK.,Esto está correcto.
This is it.,Hemos llegado.
This is it.,Este es el fin.
This is it.,Esto es todo.
This is it.,Éste es.
This works.,Esto funciona.
This works.,Esto trabaja.
This'll do.,Esto valdrá.
This'll do.,Con éste vale.
This'll do.,Esto me basta.
Time flies.,El tiempo vuela.
Time is up.,Se acabó el tiempo.
Tom agreed.,Tom convino aquiescente.
Tom agreed.,Tom estuvo de acuerdo.
Tom agrees.,Tomás está de acuerdo.
Tom bit me.,Tom me mordió.
Tom burped.,Tomás eructó.
Tom called.,Tom llamó.
Tom cheats.,Tomás hace trampa.
Tom danced.,Tomás bailó.
Tom dances.,Tom baila.
Tom did it.,Tom lo hizo.
Tom drinks.,Tom bebe.
Tom drinks.,Tom toma.
Tom drives.,Tomás conduce.
Tom failed.,Tom reprobó.
Tom failed.,Tom fracasó.
Tom forgot.,A Tom se le olvidó.
Tom fought.,Tom peleó.
Tom fought.,Tom luchó.
Tom gasped.,Tom soltó un grito ahogado.
Tom gasped.,Tom se quedó sin aliento.
Tom gasped.,Tom dio un grito ahogado.
Tom goofed.,Tom metió la pata.
Tom got up.,Tom se levantó.
Tom helped.,Tom ayudó.
Tom hit me.,Tom me golpeó.
Tom is bad.,Tom es malo.
Tom is big.,Tom es grande.
Tom is fat.,Tom está gordo.
Tom is fun.,Tom es divertido.
Tom is ill.,Tom está malo.
Tom is mad.,Tom está loco.
Tom is new.,Tom es nuevo.
Tom is odd.,Tom es raro.
Tom is old.,Tom es viejo.
Tom is out.,Tom ha salido.
Tom is sad.,Tom está triste.
Tom is shy.,Tom es tímido.
Tom is wet.,Tom está mojado.
Tom jumped.,Tom saltó.
Tom looked.,Tom miró.
Tom moaned.,Tom gimió.
Tom nodded.,Tom asintió.
Tom obeyed.,Tom obedeció.
Tom paused.,Tom se detuvo.
Tom phoned.,Tomás llamó por teléfono.
Tom phoned.,Tomás telefoneó.
Tom prayed.,Tom rezó.
Tom prayed.,Tom rezaba.
Tom saw it.,Tom lo vio.
Tom saw me.,Tom me vio.
Tom saw us.,Tom nos vio.
Tom shaved.,Tom se afeitó.
Tom shaved.,Tom se rasuró.
Tom sighed.,Tom suspiró.
Tom smiled.,Tom sonrió.
Tom snores.,Tom ronca.
Tom stayed.,Tom se quedó.
Tom talked.,Tom charló.
Tom waited.,Tomás esperó.
Tom walked.,Tom caminó.
Tom was OK.,Tom estaba bien.
Tom winked.,Tom hizo un guiño.
Tom winked.,Tom lanzó un guiño.
Tom winked.,Tom guiñó el ojo.
Tom worked.,Tom trabajó.
Tom yawned.,Tom bostezó.
Tom yelled.,Tom gritó.
Tom'll cry.,Tom llorará.
Tom'll die.,Tom morirá.
Tom'll pay.,Tom pagará.
Tom's busy.,Tom está ocupado.
Tom's dead.,Tom ha muerto.
Tom's deaf.,Tom es sordo.
Tom's died.,Tom ha muerto.
Tom's fast.,Tom es rápido.
Tom's free.,Tom es libre.
Tom's glad.,Tom está contento.
Tom's gone.,Tom se ha ido.
Tom's here.,Tom está aquí.
Tom's home.,Tom está en casa.
Tom's hurt.,Tom está herido.
Tom's left.,Tom se ha marchado.
Tom's mean.,Tom es malo.
Tom's safe.,Tom está seguro.
Tom's shot.,Tom fue disparado.
Tom's sick.,Tom está enfermo.
Tom's ugly.,Tom es feo.
Tom's weak.,Tom es débil.
Tom's well.,Tom está bien.
Try it out.,Pruébalo.
Turn it on.,Enciéndelo.
Turn right.,Gira a la derecha.
Was he Tom?,¿Era ése Tom?
Was it fun?,¿Fue divertido?
Was it fun?,¿Era divertido?
Watch this.,Mira esto.
Watch this.,Mirá esto.
Watch this.,Mirad esto.
Watch this.,Mire esto.
Watch this.,Miren esto.
We are men.,Somos hombres.
We buy CDs.,Compramos cedés.
We can pay.,Nosotros podemos pagar.
We can try.,Podemos intentarlo.
We can try.,Podemos probarlo.
We can try.,Podemos probar.
We can win.,Podemos ganar.
We had fun.,Nos divertimos.
We had fun.,Lo pasamos bien.
We laughed.,Nos reímos.
We like it.,Nos gusta.
We love it.,Nos encanta.
We made it.,Lo hicimos.
We must go.,Nos debemos ir.
We must go.,Debemos irnos.
We saw Tom.,Vimos a Tom.
We saw you.,Te vimos.
We saw you.,Te veíamos.
We want it.,Lo queremos.
We'll cook.,Haremos la comida.
We'll fail.,Fracasaremos.
We'll help.,Ayudaremos.
We'll help.,Nosotros ayudaremos.
We'll help.,Echaremos la mano.
We'll sing.,Cantaremos.
We'll wait.,Esperaremos.
We'll wait.,Nosotras esperaremos.
We'll walk.,Nos vamos a caminar.
We'll work.,Trabajaremos.
We're back.,Hemos vuelto.
We're back.,Estamos de vuelta.
We're back.,Hemos regresado.
We're busy.,Estamos ocupados.
We're cold.,Tenemos frío.
We're done.,Terminamos.
We're even.,Estamos a mano.
We're fine.,Estamos bien.
We're here.,Estamos acá.
We're home.,Estamos en casa.
We're lost.,Estamos perdidos.
We're poor.,Somos pobres.
We're rich.,Somos ricos.
We're rich.,Somos ricas.
We're sick.,Estamos hartos.
We're weak.,Somos débiles.
What a day!,¡Pero qué día!
What gives?,¿Qué pasa?
What gives?,¿Qué hay?
What's new?,¿Qué hay de nuevo?
What's new?,¿Qué me cuentas?
Where am I?,¿Dónde estoy?
Where am I?,¿En dónde estoy?
Who is Tom?,¿Quién es Tom?
Who phoned?,¿Quién llamó por teléfono?
Who stayed?,¿Quién se quedó?
Who yelled?,¿Quién gritó?
Who's here?,¿Quién está aquí?
Who's next?,¿Quién da la vez?
Who's that?,¿Quién es?
Who's that?,¿Quién es ése?
Who's that?,¿Quién es ésa?
Wood burns.,La madera arde.
You called?,¿Llamaste?
You can go.,Puedes irte.
You can go.,Puedes ir.
You can go.,Te puedes ir.
You can go.,Puedes marcharte.
You decide.,Tú decides.
You may go.,Puedes irte.
You may go.,Podéis iros.
You may go.,Pueden irse.
You may go.,Podéis marcharos.
You may go.,Pueden marcharse.
You may go.,Podéis ir.
You may go.,Podés irte.
You missed.,Fallaste.
You'll see.,Ya verás.
You'll see.,Ya lo veréis.
You're bad.,Eres mala.
You're big.,Eres grande.
You're big.,Estás grande.
You're old.,Estás vieja.
You're sad.,Estás triste.
You've won!,¡Has ganado!
All is well.,Todo va bien.
All is well.,Todo está correcto.
Anyone home?,¿Hay alguien en casa?
Anyone home?,¿Alguien está en casa?
Anyone hurt?,¿Alguien está herido?
Are we done?,¿Hemos terminado?
Are you Tom?,¿Tú eres Tom?
Are you Tom?,¿Es usted Tom?
Are you hot?,¿Tienes calor?
Are you hot?,¿Tenéis calor?
Are you mad?,¿Estás loco?
Are you mad?,¿Estás enfadado?
Are you mad?,¿Está usted loca?
Are you mad?,¿Está usted loco?
Are you new?,¿Eres nuevo?
Are you new?,¿Eres nueva?
As you like.,Como quieras.
As you like.,Como queráis.
As you like.,Como usted guste.
As you like.,Como usted quiera.
Ask anybody.,Pregúntale a cualquiera.
Be creative.,Sed creativos.
Be discreet.,Sé discreto.
Be merciful.,Sé clemente.
Be prepared.,Estate preparado.
Be prepared.,Estad preparados.
Be punctual.,Sé puntual.
Be punctual.,Sed puntuales.
Be sensible.,Sé razonable.
Be sensible.,Sed razonables.
Be specific.,Sé específico.
Be specific.,Sé específica.
Be specific.,Especifica más.
Be thorough.,Sé exhaustivo.
Be tolerant.,Sé tolerante.
Be vigilant.,Estate vigilante.
Be watchful.,Estate atento.
Beer's good.,La cerveza es buena.
Can I begin?,¿Puedo comenzar?
Can it wait?,¿Puede esperar?
Can we talk?,¿Podemos hablar?
Can we talk?,¿Podemos conversar?
Can you see?,¿Puedes ver?
Can you see?,¿Podéis ver?
Check again.,Compruébalo otra vez.
Check again.,Revísalo de nuevo.
Come aboard.,Sube a bordo.
Come closer.,Acercate.
Come see me.,Ven a verme.
Come see me.,Venid a verme.
Come see me.,Vengan a verme.
Come see me.,Venga a verme.
Comfort Tom.,Consuela a Tom.
Contact Tom.,Ponte en contacto con Tom.
Cook for me.,Cocíname.
Cook for me.,Cocina para mí.
Count me in.,Cuenta conmigo.
Count on it.,Cuenta con eso.
Count on it.,Cuente con eso.
Count on me.,Cuenta conmigo.
Did Tom die?,¿Ha muerto Tom?
Did you win?,¿Ganaste?
Do as I say.,Haz lo que te digo.
Do it again!,¡Hacedlo de nuevo!
Do it again.,Hazlo otra vez.
Do it later.,Hazlo ahorita.
Do it later.,Hazlo al ratito.
Do you bowl?,¿Juegas boliche?
Don't argue.,No discutáis.
Don't cheat.,No copiéis.
Don't do it!,¡No lo hagas!
Don't do it.,¡No lo hagas!
Don't do it.,¡No lo hagáis!
Don't do it.,¡No lo hagan!
Don't do it.,¡No lo haga!
Don't fight.,No os peleéis.
Don't go in.,No entres.
Don't go in.,No entre usted.
Don't laugh.,No te rías.
Don't leave!,¡No te vayas!
Don't shoot!,¡No dispares!
Don't shoot!,¡No dispare!
Don't shoot!,¡No disparéis!
Don't shout.,No grites.
Don't shout.,No chilles.
Don't smile.,No sonrías.
Don't smile.,No sonrían.
Don't smoke.,No fumes.
Don't smoke.,No fuméis.
Don't speak.,No hables.
Don't worry.,No te preocupes.
Don't worry.,No os preocupéis.
Finish this.,Termine esto.
Finish this.,Termina esto.
Finish this.,Terminá esto.
Finish this.,Terminen esto.
Finish this.,Terminad esto.
Flip a coin.,Lanza una moneda.
Flip a coin.,Tira una moneda al aire.
Get dressed.,Vístete.
Get in here!,¡Entra aquí!
Get serious!,¡Ponte serio!
Go find Tom.,Ve a encontrar a Tom.
Go find Tom.,Vayan a encontrar a Tom.
Go find Tom.,Vete a buscar a Tom.
Go find out.,Ve y descúbrelo.
Go for help.,Ve por ayuda.
Go get help.,Ve a pedir ayuda.
Go help Tom.,Ve a ayudar a Tom.
Go home now.,"Vete a casa, ahora."
Go meet Tom.,Ve a ver a Tom.
Go on ahead.,Ve por delante.
Go straight.,Ve recto.
Go that way.,Ve por ahí.
Go that way.,Ve por allí.
Go to sleep.,Vete a dormir.
Go to sleep.,¡Váyanse a dormir!
Go with Tom.,Andá con Tom.
Grab a seat.,Toma un asiento.
Has he come?,¿Ha venido?
Has he come?,¿Ha venido él?
Have a look.,Da un vistazo.
Have a seat.,Tome asiento.
He can come.,Él puede venir.
He can read.,Él sabe leer.
He can swim.,Él sabe nadar.
He found it.,Él lo encontró.
He got away.,Él se escapó.
He grew old.,Él envejeció.
He has come!,¡Ha venido!
He has guts.,Él tiene agallas.
He has wine.,Tiene vino.
He helps us.,Él nos ayuda.
He is alone.,Él está solo.
He is drunk.,Él está borracho.
He is eight.,Él tiene ocho años.
He is happy.,Es feliz.
He is happy.,Él está feliz.
He is hated.,Él es odiado.
He is lying.,Él miente.
He is lying.,Él está mintiendo.
He is nasty.,Él es un guarro.
He is nasty.,Él es asqueroso.
He is nasty.,Él da grima.
He is tired.,Él está cansado.
He is young.,Él es joven.
He likes me.,Le gusto.
He likes me.,Él me quiere.
He resigned.,Él renunció.
He stood up.,Él se levantó.
He was busy.,Él estaba ocupado.
He's a jerk.,Él es pajero.
He's a liar.,Él es un mentiroso.
He's faking.,Está fingiendo.
He's not in.,No está aquí.
He's not in.,No está en casa.
He's not in.,Él no está en casa.
He's not in.,Él no está adentro.
He's skinny.,Él está delgado.
He's strong.,Él es fuerte.
He's stupid.,Él es estúpido.
He's stupid.,No le llega agua al tanque.
He's stupid.,Es un salame.
Help me out.,Ayúdame.
Help me out.,Ayudame a salir.
Help me out.,Écheme la mano.
Help me out.,Ayúdame a salir.
Here I come.,Aquí vengo.
Here I come.,"Ya estoy aquí,"
Here she is!,¡Aquí está ella!
Here we are!,¡Aquí estamos!
Here we are.,Aquí estamos.
How curious!,¡Qué curioso!
How strange!,¡Qué raro!
How strange!,Qué raro.
I am French.,Soy francés.
I am a cook.,Soy cocinero.
I am a monk.,Soy un monje.
I am better.,Estoy mejor.
I am better.,Soy mejor.
I am better.,Me encuentro mejor.
I am dozing.,Me estoy quedando dormido.
I am hungry.,Ya tengo hambre.
I am hungry.,Me pica el bagre.
I am joking.,Estoy jodiendo.
I am joking.,Estoy leseando.
I am single.,Estoy soltero.
